outcome,spec,control_rule,g_cohort,t_year,event_time,n_treated,n_control,att,se
firearm_homicide_rate,or,broad,2017,1999,-18,3,21,-0.9252348557619048,0.8674956867516684
firearm_homicide_rate,or,broad,2017,2000,-17,3,20,-0.8171533552833334,0.7351307151296208
firearm_homicide_rate,or,broad,2017,2001,-16,3,21,-0.6442176490952382,0.7503542341806277
firearm_homicide_rate,or,broad,2017,2002,-15,3,21,-1.184015424952381,0.7721368949658384
firearm_homicide_rate,or,broad,2017,2003,-14,3,21,-0.7729766936190479,1.1369621978096962
firearm_homicide_rate,or,broad,2017,2004,-13,3,21,-0.770033015904762,0.8800005771731829
firearm_homicide_rate,or,broad,2017,2005,-12,3,21,-0.9531668707619049,0.6672699224726534
firearm_homicide_rate,or,broad,2017,2006,-11,3,21,-0.9648921735714288,0.7187575209973823
firearm_homicide_rate,or,broad,2017,2007,-10,3,21,-0.9050006616666669,0.7919576720763549
firearm_homicide_rate,or,broad,2017,2008,-9,3,21,-0.6489561647619048,0.4143144710076043
firearm_homicide_rate,or,broad,2017,2009,-8,3,21,-0.41240778014285717,0.5705139074141585
firearm_homicide_rate,or,broad,2017,2010,-7,3,21,-0.07961386814285709,0.6030074144534534
firearm_homicide_rate,or,broad,2017,2011,-6,3,21,-0.036875183857142946,0.7494410763357459
firearm_homicide_rate,or,broad,2017,2012,-5,3,21,-0.1481594095714288,0.7746475966798522
firearm_homicide_rate,or,broad,2017,2013,-4,3,21,-0.33377647957142864,0.7188837574972812
firearm_homicide_rate,or,broad,2017,2014,-3,3,21,0.0014703685714282377,0.5842044368709943
firearm_homicide_rate,or,broad,2017,2015,-2,3,21,0.43568439847619034,0.18078404310217994
firearm_homicide_rate,or,broad,2017,2017,0,3,21,0.5918352307142853,0.47809941645235776
firearm_homicide_rate,or,broad,2017,2018,1,3,21,0.9022747783809524,0.2950166340630094
firearm_homicide_rate,or,broad,2017,2019,2,3,21,0.8384230543809521,0.33038488533090443
firearm_homicide_rate,or,broad,2017,2020,3,3,21,0.3869215555714285,0.8880371683307214
firearm_homicide_rate,or,broad,2017,2021,4,2,21,0.018346476285714175,0.4480046718802922
firearm_homicide_rate,or,broad,2017,2022,5,3,21,0.1321082250476191,0.5450648120181534
firearm_homicide_rate,or,broad,2017,2023,6,3,21,-0.060992727333333496,0.2731236045031833
firearm_homicide_rate,or,broad,2019,1999,-20,3,21,-0.6018633351428573,0.2644455594939085
firearm_homicide_rate,or,broad,2019,2000,-19,3,20,-1.3808638072500001,0.20251089746165493
firearm_homicide_rate,or,broad,2019,2001,-18,3,21,-0.8234871731428572,0.23131251711146306
firearm_homicide_rate,or,broad,2019,2002,-17,3,21,-1.3280493073333333,0.21160981836664725
firearm_homicide_rate,or,broad,2019,2003,-16,3,21,-1.1634131580000002,0.3322187967859997
firearm_homicide_rate,or,broad,2019,2004,-15,3,21,-0.8642822032857146,0.20857035567537974
firearm_homicide_rate,or,broad,2019,2005,-14,3,21,-0.9118562808095241,0.20999052146694727
firearm_homicide_rate,or,broad,2019,2006,-13,3,21,-1.2815642132857141,0.4178777456533143
firearm_homicide_rate,or,broad,2019,2007,-12,3,21,-0.7250568620476192,0.25137298739466424
firearm_homicide_rate,or,broad,2019,2008,-11,3,21,-0.5220270191428574,0.2149932750068145
firearm_homicide_rate,or,broad,2019,2009,-10,3,21,-0.4960146471904762,0.29947234987957194
firearm_homicide_rate,or,broad,2019,2010,-9,3,21,-0.9963426378571427,0.25387446701107375
firearm_homicide_rate,or,broad,2019,2011,-8,3,21,-0.34343805923809523,0.38256719445946685
firearm_homicide_rate,or,broad,2019,2012,-7,3,21,-0.1864341452857144,0.4174822932796822
firearm_homicide_rate,or,broad,2019,2013,-6,3,21,-0.35734075261904785,0.415232887820967
firearm_homicide_rate,or,broad,2019,2014,-5,3,21,-0.23835203980952402,0.28870409734741875
firearm_homicide_rate,or,broad,2019,2015,-4,3,21,0.21209260276190442,0.4243893611796595
firearm_homicide_rate,or,broad,2019,2016,-3,3,21,0.46593460128571407,0.37853447602984086
firearm_homicide_rate,or,broad,2019,2017,-2,3,21,0.30136449033333335,0.41016939671085995
firearm_homicide_rate,or,broad,2019,2019,0,3,21,0.2804209536666666,0.5354784490319396
firearm_homicide_rate,or,broad,2019,2020,1,3,21,0.8610108988571425,0.4806455914958047
firearm_homicide_rate,or,broad,2019,2021,2,3,21,0.18012209757142816,0.6470706890976562
firearm_homicide_rate,or,broad,2019,2022,3,3,21,-0.052512664333333126,0.25999186424168136
firearm_homicide_rate,or,broad,2019,2023,4,3,21,-0.5199369500476192,0.47369784420455274
firearm_homicide_rate,or,broad,2021,1999,-22,6,21,-1.240462441333333,0.7003786924973864
firearm_homicide_rate,or,broad,2021,2000,-21,6,20,-1.1674848488333334,0.4818508879059605
firearm_homicide_rate,or,broad,2021,2001,-20,6,21,-0.9658487759999999,0.743251653402891
firearm_homicide_rate,or,broad,2021,2002,-19,6,21,-1.1711241938571426,0.5199362546340692
firearm_homicide_rate,or,broad,2021,2003,-18,6,21,-1.0440494998571428,0.7341110853170254
firearm_homicide_rate,or,broad,2021,2004,-17,6,21,-1.1754312704761904,0.6351168346920183
firearm_homicide_rate,or,broad,2021,2005,-16,6,21,-0.9065974766666671,0.5218531488321521
firearm_homicide_rate,or,broad,2021,2006,-15,6,21,-1.0894280248095234,0.5480074557113818
firearm_homicide_rate,or,broad,2021,2007,-14,6,21,-0.9043888780714289,0.5521694469598438
firearm_homicide_rate,or,broad,2021,2008,-13,6,21,-1.0267817888333326,0.5610989859383811
firearm_homicide_rate,or,broad,2021,2009,-12,6,21,-0.6724094027142851,0.5481745516746039
firearm_homicide_rate,or,broad,2021,2010,-11,6,21,-1.021991603547619,0.6959596533658654
firearm_homicide_rate,or,broad,2021,2011,-10,6,21,-0.9370436265952382,0.5930365392536969
firearm_homicide_rate,or,broad,2021,2012,-9,6,21,-0.9597803413095238,0.516664696875761
firearm_homicide_rate,or,broad,2021,2013,-8,6,21,-0.8731207573095237,0.6168997307797638
firearm_homicide_rate,or,broad,2021,2014,-7,6,21,-0.5578039218333335,0.6003915201237527
firearm_homicide_rate,or,broad,2021,2015,-6,6,21,-0.8483109642619049,0.5633156407793068
firearm_homicide_rate,or,broad,2021,2016,-5,6,21,-0.7520658194047618,0.42130653945890784
firearm_homicide_rate,or,broad,2021,2017,-4,6,21,-0.3833349631904761,0.3919175447255782
firearm_homicide_rate,or,broad,2021,2018,-3,6,21,-0.5886263401904761,0.3127360164621056
firearm_homicide_rate,or,broad,2021,2019,-2,6,21,-0.2984912005238092,0.3406464142470845
firearm_homicide_rate,or,broad,2021,2021,0,6,21,-0.6450809556190475,0.2755389077773318
firearm_homicide_rate,or,broad,2021,2022,1,6,21,-0.4719107175238094,0.3313754509913165
firearm_homicide_rate,or,broad,2021,2023,2,6,21,-0.144723336571428,0.28456805451399336
firearm_homicide_rate,or,broad,2022,1999,-23,3,21,-2.135636224714286,0.6035671443271029
firearm_homicide_rate,or,broad,2022,2000,-22,3,20,-2.5266897618999997,0.45545744844461855
firearm_homicide_rate,or,broad,2022,2001,-21,3,21,-1.7248263997142859,0.560692695558686
firearm_homicide_rate,or,broad,2022,2002,-20,3,21,-2.0269429602380957,0.39454111888147403
firearm_homicide_rate,or,broad,2022,2003,-19,3,21,-2.0110902992380955,0.4639199587020865
firearm_homicide_rate,or,broad,2022,2004,-18,3,21,-2.375376929857143,0.43957984333883215
firearm_homicide_rate,or,broad,2022,2005,-17,3,21,-2.1152631490476197,0.49906739773701564
firearm_homicide_rate,or,broad,2022,2006,-16,3,21,-1.8041011785238108,0.44850723731065684
firearm_homicide_rate,or,broad,2022,2007,-15,3,21,-1.6210961902857153,0.39534582815803376
firearm_homicide_rate,or,broad,2022,2008,-14,3,21,-1.92867188304762,0.354511295110343
firearm_homicide_rate,or,broad,2022,2009,-13,3,21,-1.9622191947619045,0.42559048475405586
firearm_homicide_rate,or,broad,2022,2010,-12,3,21,-1.9935231350952383,0.4587070274479748
firearm_homicide_rate,or,broad,2022,2011,-11,3,21,-1.793203102142857,0.5556951509462489
firearm_homicide_rate,or,broad,2022,2012,-10,3,21,-1.6862090778571428,0.46480734529899936
firearm_homicide_rate,or,broad,2022,2013,-9,3,21,-1.2936698801904765,0.5548906671877976
firearm_homicide_rate,or,broad,2022,2014,-8,3,21,-1.3153357537142862,0.4320774501563481
firearm_homicide_rate,or,broad,2022,2015,-7,3,21,-1.3541575158095243,0.3523685166782624
firearm_homicide_rate,or,broad,2022,2016,-6,3,21,-0.8591965029523809,0.3627460797287013
firearm_homicide_rate,or,broad,2022,2017,-5,3,21,-0.5659060779047627,0.3908106851506833
firearm_homicide_rate,or,broad,2022,2018,-4,3,21,-0.8612054302380954,0.3708645946195005
firearm_homicide_rate,or,broad,2022,2019,-3,3,21,-0.7327599622380958,0.2601624473728564
firearm_homicide_rate,or,broad,2022,2020,-2,3,21,0.1284252132857141,0.2776454427537186
firearm_homicide_rate,or,broad,2022,2022,0,3,21,-0.16353809523809504,0.31770445461321056
firearm_homicide_rate,or,broad,2022,2023,1,3,21,-0.45665904761904785,0.22426747299369523
firearm_homicide_rate,or,broad,2023,1999,-24,3,21,-1.2367113898095234,1.2454888984919636
firearm_homicide_rate,or,broad,2023,2000,-23,3,20,-1.1190029675666666,1.3611799056456109
firearm_homicide_rate,or,broad,2023,2001,-22,3,21,-1.179216566142857,1.1878567004778753
firearm_homicide_rate,or,broad,2023,2002,-21,3,21,-1.2403509490000006,1.3342747403563313
firearm_homicide_rate,or,broad,2023,2003,-20,3,21,-0.8616627726666666,1.1965333705421068
firearm_homicide_rate,or,broad,2023,2004,-19,3,21,-1.4730438672857145,1.4785114616678874
firearm_homicide_rate,or,broad,2023,2005,-18,3,21,-1.1927621924761906,1.1903976544984045
firearm_homicide_rate,or,broad,2023,2006,-17,3,21,-0.762498335285714,1.2326515096680144
firearm_homicide_rate,or,broad,2023,2007,-16,3,21,0.18227277995238111,1.1798918732760104
firearm_homicide_rate,or,broad,2023,2008,-15,3,21,-0.043793219476190526,1.3705538015013496
firearm_homicide_rate,or,broad,2023,2009,-14,3,21,-0.5424146038571427,1.3252660309884545
firearm_homicide_rate,or,broad,2023,2010,-13,3,21,-0.6969768951904765,1.631148814737679
firearm_homicide_rate,or,broad,2023,2011,-12,3,21,-0.3981981745714287,1.584629221921862
firearm_homicide_rate,or,broad,2023,2012,-11,3,21,-0.3853372786190479,1.558638391833344
firearm_homicide_rate,or,broad,2023,2013,-10,3,21,-0.15101898928571345,1.535383971994692
firearm_homicide_rate,or,broad,2023,2014,-9,3,21,-0.4092757651428567,1.5782952442819673
firearm_homicide_rate,or,broad,2023,2015,-8,3,21,-0.09148316923809507,1.1182542583735633
firearm_homicide_rate,or,broad,2023,2016,-7,3,21,0.11393258495238134,0.7951435537618431
firearm_homicide_rate,or,broad,2023,2017,-6,3,21,0.1724861843333334,0.4186701141415989
firearm_homicide_rate,or,broad,2023,2018,-5,3,21,-0.09544415733333378,0.5556986432144401
firearm_homicide_rate,or,broad,2023,2019,-4,3,21,0.3240745040000004,0.5488910380202833
firearm_homicide_rate,or,broad,2023,2020,-3,3,21,0.10844669119047594,0.38777222143236456
firearm_homicide_rate,or,broad,2023,2021,-2,3,21,-0.29489857142857123,0.24347785639786398
firearm_homicide_rate,or,broad,2023,2023,0,3,21,0.06973571428571435,0.22410851237172788
homicide_rate,or,broad,2010,1999,-11,1,21,1.5149932840680613,
homicide_rate,or,broad,2010,2000,-10,1,21,0.9154505634023913,
homicide_rate,or,broad,2010,2001,-9,1,21,1.45244732884476,
homicide_rate,or,broad,2010,2002,-8,1,21,0.8819606056736979,
homicide_rate,or,broad,2010,2003,-7,1,21,1.8365404759284636,
homicide_rate,or,broad,2010,2004,-6,1,21,1.0603854578096465,
homicide_rate,or,broad,2010,2005,-5,1,21,1.124981865386914,
homicide_rate,or,broad,2010,2006,-4,1,21,2.322041848754896,
homicide_rate,or,broad,2010,2007,-3,1,21,2.5045627673628004,
homicide_rate,or,broad,2010,2008,-2,1,21,1.0567320448291364,
homicide_rate,or,broad,2010,2010,0,1,21,0.7198117708275524,
homicide_rate,or,broad,2010,2011,1,1,21,0.6651940628298687,
homicide_rate,or,broad,2010,2012,2,1,21,-0.0013067878489671503,
homicide_rate,or,broad,2010,2013,3,1,21,-0.006046984727507809,
homicide_rate,or,broad,2010,2014,4,1,21,-0.5371982826355787,
homicide_rate,or,broad,2010,2015,5,1,21,-1.2616185193155776,
homicide_rate,or,broad,2010,2016,6,1,21,-0.44914444629101885,
homicide_rate,or,broad,2010,2017,7,1,21,-0.06549990218344293,
homicide_rate,or,broad,2010,2018,8,1,21,-0.3129405926614064,
homicide_rate,or,broad,2010,2019,9,1,21,-0.34564602910427544,
homicide_rate,or,broad,2010,2020,10,1,21,0.019695542061187066,
homicide_rate,or,broad,2010,2021,11,1,21,-1.039664240648971,
homicide_rate,or,broad,2010,2022,12,1,21,-0.11635963067540578,
homicide_rate,or,broad,2010,2023,13,1,21,-0.19887300871460423,
homicide_rate,or,broad,2011,1999,-12,1,21,-0.002654667770921826,
homicide_rate,or,broad,2011,2000,-11,1,21,0.5735448819813138,
homicide_rate,or,broad,2011,2001,-10,1,21,-0.036985190111189115,
homicide_rate,or,broad,2011,2002,-9,1,21,1.001558083365234,
homicide_rate,or,broad,2011,2003,-8,1,21,0.9455014226771671,
homicide_rate,or,broad,2011,2004,-7,1,21,0.24714921489620156,
homicide_rate,or,broad,2011,2005,-6,1,21,0.626411946685454,
homicide_rate,or,broad,2011,2006,-5,1,21,0.4276228482494421,
homicide_rate,or,broad,2011,2007,-4,1,21,2.100994640941901,
homicide_rate,or,broad,2011,2008,-3,1,21,0.42710766623673935,
homicide_rate,or,broad,2011,2009,-2,1,21,0.4848552322969928,
homicide_rate,or,broad,2011,2011,0,1,21,1.9243061684032703,
homicide_rate,or,broad,2011,2012,1,1,21,1.1869805795143293,
homicide_rate,or,broad,2011,2013,2,1,21,1.7834338874557307,
homicide_rate,or,broad,2011,2014,3,1,21,1.8042277047160096,
homicide_rate,or,broad,2011,2015,4,1,21,1.202828092418073,
homicide_rate,or,broad,2011,2016,5,1,21,1.5646167477924742,
homicide_rate,or,broad,2011,2017,6,1,21,0.591028391199893,
homicide_rate,or,broad,2011,2018,7,1,21,0.9852999829779483,
homicide_rate,or,broad,2011,2019,8,1,21,0.6759060537511837,
homicide_rate,or,broad,2011,2020,9,1,21,0.42335627727336966,
homicide_rate,or,broad,2011,2021,10,1,21,-0.3843425324136138,
homicide_rate,or,broad,2011,2022,11,1,21,-0.33645822598247555,
homicide_rate,or,broad,2011,2023,12,1,21,0.7836717004191507,
homicide_rate,or,broad,2015,1999,-16,3,21,-0.5899933340894221,0.9718937852651742
homicide_rate,or,broad,2015,2000,-15,3,21,0.08618747250923586,0.8986572578004937
homicide_rate,or,broad,2015,2001,-14,3,21,-0.4775369573647827,0.38556345515481844
homicide_rate,or,broad,2015,2002,-13,3,21,-1.149389284622991,0.3852072648135225
homicide_rate,or,broad,2015,2003,-12,3,21,-0.3514667149397265,0.4942948864316436
homicide_rate,or,broad,2015,2004,-11,3,21,-0.9076397984220724,0.5781670323272706
homicide_rate,or,broad,2015,2005,-10,3,21,-1.4998646065942438,0.4885670214382634
homicide_rate,or,broad,2015,2006,-9,3,21,-0.8963005938604294,0.5314140080552109
homicide_rate,or,broad,2015,2007,-8,3,21,-1.3625548658375142,0.6367986608514993
homicide_rate,or,broad,2015,2008,-7,3,21,-0.5523389584520859,0.430567064558243
homicide_rate,or,broad,2015,2009,-6,3,21,-0.7427631912002142,0.8581834772533177
homicide_rate,or,broad,2015,2010,-5,3,21,-0.9267554438936948,0.5560384730317725
homicide_rate,or,broad,2015,2011,-4,3,21,-0.24242276346713232,0.41500104831035944
homicide_rate,or,broad,2015,2012,-3,3,21,-0.7619924530032869,0.47158575621130844
homicide_rate,or,broad,2015,2013,-2,3,21,-0.2979235653735468,0.5739963915565418
homicide_rate,or,broad,2015,2015,0,3,21,-0.21505099194250438,0.36914060496891116
homicide_rate,or,broad,2015,2016,1,3,21,-0.7269222696859624,0.5337000183231214
homicide_rate,or,broad,2015,2017,2,3,21,-1.1327510168897166,0.912111469340047
homicide_rate,or,broad,2015,2018,3,3,21,-0.6090126327271127,0.6300649750016285
homicide_rate,or,broad,2015,2019,4,3,21,-0.13035382428701958,0.4326285481384269
homicide_rate,or,broad,2015,2020,5,3,21,-0.9741499239987781,0.5429094497242455
homicide_rate,or,broad,2015,2021,6,3,21,-1.831684099523034,0.5828093188011919
homicide_rate,or,broad,2015,2022,7,3,21,-1.610320904529961,0.7568066978149193
homicide_rate,or,broad,2015,2023,8,3,21,-0.393488486429836,1.115020221597142
homicide_rate,or,broad,2016,1999,-17,2,21,-0.8630860651065856,0.35396940152680756
homicide_rate,or,broad,2016,2000,-16,2,21,-1.7180704681118828,0.5595689320935322
homicide_rate,or,broad,2016,2001,-15,2,21,-1.3649208872737104,0.9937823200876696
homicide_rate,or,broad,2016,2002,-14,2,21,-0.8378058062108806,0.8327110184073967
homicide_rate,or,broad,2016,2003,-13,2,21,-0.6283267348762807,0.3432012653508222
homicide_rate,or,broad,2016,2004,-12,2,21,-0.6919728930292799,0.49299963451084783
homicide_rate,or,broad,2016,2005,-11,2,21,-0.3922934564796965,0.31186579239789475
homicide_rate,or,broad,2016,2006,-10,2,21,-0.4551676146864737,0.32363565761016444
homicide_rate,or,broad,2016,2007,-9,2,21,-0.23959445773275073,0.8681873356793374
homicide_rate,or,broad,2016,2008,-8,2,21,-0.9762827112038743,0.2416572489589865
homicide_rate,or,broad,2016,2009,-7,2,21,-0.2034643174835137,0.2903488861030973
homicide_rate,or,broad,2016,2010,-6,2,21,-0.9045626415548607,0.3807513372767613
homicide_rate,or,broad,2016,2011,-5,2,21,0.4502658330397729,0.21540914879713946
homicide_rate,or,broad,2016,2012,-4,2,21,-0.16729545308970012,0.33292460737751106
homicide_rate,or,broad,2016,2013,-3,2,21,-0.311479314497803,0.427538321795058
homicide_rate,or,broad,2016,2014,-2,2,21,0.5649050568355591,0.1418466888939697
homicide_rate,or,broad,2016,2016,0,2,21,0.17619796787440972,0.39082656761320295
homicide_rate,or,broad,2016,2017,1,2,21,0.33964561848463304,0.24045341025173014
homicide_rate,or,broad,2016,2018,2,2,21,-0.11283246457977837,0.2392342600540239
homicide_rate,or,broad,2016,2019,3,2,21,0.2510805432930547,0.5168709709980481
homicide_rate,or,broad,2016,2020,4,2,21,-0.019407182649879617,0.6242975261339018
homicide_rate,or,broad,2016,2021,5,2,21,-1.0887607363731893,0.5268736742841704
homicide_rate,or,broad,2016,2022,6,2,21,-0.6255756189598355,0.3868865702398109
homicide_rate,or,broad,2016,2023,7,2,21,0.046471192318845334,0.45339184839617097
homicide_rate,or,broad,2017,1999,-18,3,21,-1.3520282606168232,0.6200425780279416
homicide_rate,or,broad,2017,2000,-17,3,21,-1.2581271088200126,0.7543179873348911
homicide_rate,or,broad,2017,2001,-16,3,21,-1.113328433794658,0.562146035046607
homicide_rate,or,broad,2017,2002,-15,3,21,-1.7523455976286462,0.6492326666114623
homicide_rate,or,broad,2017,2003,-14,3,21,-1.5147187743261508,0.9633150088538271
homicide_rate,or,broad,2017,2004,-13,3,21,-1.292939271909452,0.6695112307616508
homicide_rate,or,broad,2017,2005,-12,3,21,-0.9686882504991121,0.5301947495271849
homicide_rate,or,broad,2017,2006,-11,3,21,-1.197707463132275,0.6907784135084
homicide_rate,or,broad,2017,2007,-10,3,21,-0.9144731957926433,0.7843265656521793
homicide_rate,or,broad,2017,2008,-9,3,21,-0.5979615516904392,0.2820653444709261
homicide_rate,or,broad,2017,2009,-8,3,21,-0.7562632315656066,0.5976159591235443
homicide_rate,or,broad,2017,2010,-7,3,21,-0.5285972411889682,0.4308652197373821
homicide_rate,or,broad,2017,2011,-6,3,21,0.08529977640298647,1.0177428780125815
homicide_rate,or,broad,2017,2012,-5,3,21,0.213700892079917,0.958757290890539
homicide_rate,or,broad,2017,2013,-4,3,21,-0.10031577577183348,0.8002804986734012
homicide_rate,or,broad,2017,2014,-3,3,21,0.4546065580671493,0.7797157564007604
homicide_rate,or,broad,2017,2015,-2,3,21,0.2655193074258152,0.35553377368391337
homicide_rate,or,broad,2017,2017,0,3,21,-0.06588652653741549,0.4628731174527394
homicide_rate,or,broad,2017,2018,1,3,21,0.8620800319014439,0.24820457899062484
homicide_rate,or,broad,2017,2019,2,3,21,1.1915436723883737,0.2580968176185862
homicide_rate,or,broad,2017,2020,3,3,21,0.6668392962875482,0.883212743054258
homicide_rate,or,broad,2017,2021,4,3,21,-1.4444335901289933,0.5797785758745834
homicide_rate,or,broad,2017,2022,5,3,21,0.10387364518451414,0.43982600795632604
homicide_rate,or,broad,2017,2023,6,3,21,0.16323006529335693,0.4334370762193767
homicide_rate,or,broad,2019,1999,-20,3,21,-0.1799382411946261,0.5202660154664206
homicide_rate,or,broad,2019,2000,-19,3,21,-0.9012499771255833,0.26117861604984377
